# Annotated with Bakta
# Software: v1.11.4
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_6	cds	261441	262037	+	BOFHPH_01997	252.0	6.6e-84	1.0	0.930	0.581	UniRef:UniRef50_Q89YW2
contig_6	cds	261988	263790	+	BOFHPH_01998	1093.0	0.0	0.947	0.822	0.949	UniRef:UniRef50_K5ZFI2
contig_6	cds	263892	264260	+	BOFHPH_01999	235.0	1.6e-79	1.0	0.847	0.943	UniRef:UniRef50_A0A0E2ASZ9
contig_6	cds	264244	265143	+	BOFHPH_02000	-	-	-	-	-	-
contig_6	cds	265143	265790	+	BOFHPH_02001	314.0	5.6e-108	0.963	0.932	0.710	UniRef:UniRef50_A0A396BTS1
contig_6	cds	265898	266551	+	BOFHPH_02002	437.0	1.1e-156	1.0	0.931	1.0	UniRef:UniRef50_Q89YV7
contig_6	cds	266535	267791	+	BOFHPH_02003	732.0	1.0e-266	1.010	1.0	0.874	UniRef:UniRef50_Q89YV6
contig_6	cds	268187	268834	+	BOFHPH_02004	-	-	-	-	-	-
contig_6	cds	268893	271892	-	BOFHPH_02005	1465.0	0.0	1.050	0.996	0.704	UniRef:UniRef50_A0A1F0V3A8
contig_6	cds	271905	275378	-	BOFHPH_02006	1191.0	0.0	1.018	1.004	0.541	UniRef:UniRef50_Q89YV3
contig_6	cds	275411	276115	-	BOFHPH_02007	366.0	7.4e-128	0.991	0.910	0.858	UniRef:UniRef50_A0A1Y4ADI1
contig_6	cds	276132	277673	-	BOFHPH_02008	910.0	0.0	1.027	0.889	0.911	UniRef:UniRef50_I9JLY2
contig_6	cds	278087	279658	+	BOFHPH_02009	756.0	4.5e-272	0.981	0.924	0.741	UniRef:UniRef50_U6REP2
contig_6	cds	279652	280488	-	BOFHPH_02010	373.0	2.2e-129	1.0	0.972	0.665	UniRef:UniRef50_A0A451DK09
contig_6	cds	280617	281984	-	BOFHPH_02011	782.0	5.3e-285	0.998	0.954	0.835	UniRef:UniRef50_A0A1M5M1Q0
contig_6	cds	282120	283955	+	BOFHPH_02012	892.0	0.0	1.0	0.971	0.753	UniRef:UniRef50_A0A380YL78
contig_6	cds	283971	284657	+	BOFHPH_02013	352.0	2.0e-122	1.0	0.958	0.759	UniRef:UniRef50_U6RIS3
contig_6	cds	284752	286212	-	BOFHPH_02014	693.0	1.6e-247	0.986	0.812	0.691	UniRef:UniRef50_O52762
contig_6	cds	286284	286463	-	BOFHPH_02015	-	-	-	-	-	-
contig_6	cds	286430	288967	-	BOFHPH_02016	1011.0	0.0	0.991	0.950	0.570	UniRef:UniRef50_A0A174UXJ4
contig_6	cds	288977	289645	+	BOFHPH_02017	216.0	2.0e-69	0.811	0.900	0.550	UniRef:UniRef50_R9I614
contig_6	cds	289708	290700	+	BOFHPH_02018	417.0	4.8e-144	0.982	0.820	0.596	UniRef:UniRef50_A0A1Q6A2L6
contig_6	cds	291339	292304	+	BOFHPH_02019	-	-	-	-	-	-
contig_6	cds	292478	295864	+	BOFHPH_02020	1394.0	0.0	0.981	0.961	0.596	UniRef:UniRef50_A0A1V3N1Q8
contig_6	cds	295876	297399	+	BOFHPH_02021	567.0	1.2e-198	0.976	0.974	0.566	UniRef:UniRef50_A0A3P2A8R0
contig_6	cds	297473	298459	+	BOFHPH_02022	456.0	1.8e-160	0.945	0.896	0.694	UniRef:UniRef50_K9DXN1
contig_6	cds	298475	298573	+	BOFHPH_02023	-	-	-	-	-	-
contig_6	cds	298647	299654	+	BOFHPH_02024	444.0	1.5e-154	0.979	0.804	0.640	UniRef:UniRef50_D3ICB5
contig_6	cds	299741	301291	-	BOFHPH_02025	761.0	1.8e-274	1.041	1.0	0.698	UniRef:UniRef50_A0A098BXX8
contig_6	cds	301360	301926	-	BOFHPH_02026	368.0	9.3e-130	1.0	0.807	0.947	UniRef:UniRef50_P0AE08
contig_6	cds	302887	303354	+	BOFHPH_02027	114.0	5.1e-31	0.942	0.980	0.514	UniRef:UniRef50_Q8A197
contig_6	cds	303506	304060	+	BOFHPH_02028	199.0	1.6e-63	0.973	0.899	0.559	UniRef:UniRef50_Q89YQ7
contig_6	cds	304176	304619	+	BOFHPH_02029	272.0	2.1e-93	1.0	0.891	0.912	UniRef:UniRef50_K9ER85
contig_6	cds	304657	305157	+	BOFHPH_02030	185.0	1.4e-58	0.982	0.953	0.558	UniRef:UniRef50_I8XPY9
contig_6	cds	305261	306469	-	BOFHPH_02031	551.0	3.0e-195	0.990	0.894	0.678	UniRef:UniRef50_C3J8A9
contig_6	cds	306526	307587	-	BOFHPH_02032	526.0	8.0e-187	1.011	0.927	0.720	UniRef:UniRef50_A0A174K073
contig_6	cds	307601	310099	-	BOFHPH_02033	912.0	0.0	1.035	0.943	0.563	UniRef:UniRef50_A0A6F9ZKA2
contig_6	tRNA	310254	310338	+	BOFHPH_02034	68.3	-	-	-	-	-
contig_6	cds	310931	311857	+	BOFHPH_02035	624.0	8.0e-228	1.0	1.0	0.997	UniRef:UniRef50_Q8A4Z7
contig_6	cds	312024	312344	+	BOFHPH_02036	96.7	2.2e-25	0.887	0.817	0.532	UniRef:UniRef50_A0A2S1LGH5
contig_6	cds	312364	313038	+	BOFHPH_02037	331.0	2.2e-114	0.996	0.965	0.951	UniRef:UniRef50_A0A6F9ZLI8
contig_6	cds	313063	313212	+	BOFHPH_02038	-	-	-	-	-	-
contig_6	cds	313320	314111	+	BOFHPH_02039	503.0	7.9e-181	0.992	0.919	0.939	UniRef:UniRef50_A0A6L3IKX2
contig_6	cds	314124	314246	+	BOFHPH_02040	-	-	-	-	-	-
contig_6	cds	314276	315244	+	BOFHPH_02041	301.0	1.6e-99	0.984	0.969	0.524	UniRef:UniRef50_K9EMQ6
contig_6	cds	315268	315765	+	BOFHPH_02042	199.0	4.3e-64	0.958	0.929	0.614	UniRef:UniRef50_A0A016EAS8
contig_6	cds	316480	317271	+	BOFHPH_02043	534.0	2.5e-193	0.992	0.919	0.996	UniRef:UniRef50_A0A6L3IKX2
contig_6	cds	317284	317406	+	BOFHPH_02044	-	-	-	-	-	-
contig_6	cds	317564	317971	+	BOFHPH_02045	160.0	2.6e-49	1.015	0.830	0.613	UniRef:UniRef50_A0A250KJD3
contig_6	cds	318069	318908	+	BOFHPH_02046	496.0	2.0e-177	1.0	0.906	0.860	UniRef:UniRef50_Q8A4Z7
contig_6	cds	318941	320047	+	BOFHPH_02047	406.0	4.5e-139	1.008	0.923	0.526	UniRef:UniRef50_A0A6N2WS69
contig_6	cds	320057	321604	+	BOFHPH_02048	1040.0	0.0	1.0	1.0	0.998	UniRef:UniRef50_A0A6N2WQ98
contig_6	cds	321670	322191	+	BOFHPH_02049	324.0	3.5e-113	1.0	0.874	0.948	UniRef:UniRef50_Q64WU9
contig_6	cds	322324	323664	-	BOFHPH_02050	665.0	4.1e-239	0.951	0.900	0.818	UniRef:UniRef50_K5BUT7
contig_6	cds	323848	324816	-	BOFHPH_02051	390.0	5.5e-135	0.935	0.944	0.625	UniRef:UniRef50_A0A401LX30
contig_6	cds	325154	326227	-	BOFHPH_02052	379.0	2.7e-129	1.003	1.003	0.553	UniRef:UniRef50_A0A7X5Y9S3
contig_6	cds	326241	326549	-	BOFHPH_02053	136.0	2.8e-41	0.990	0.886	0.663	UniRef:UniRef50_F9D404
contig_6	cds	326772	327788	-	BOFHPH_02054	404.0	1.8e-139	1.024	1.0	0.621	UniRef:UniRef50_K5CQG1
contig_6	cds	327802	329094	-	BOFHPH_02055	732.0	7.8e-266	1.0	0.927	0.828	UniRef:UniRef50_G5H514
contig_6	cds	329453	331837	+	BOFHPH_02056	1095.0	0.0	0.986	0.962	0.687	UniRef:UniRef50_A0A2M9V588
contig_6	cds	331974	333059	-	BOFHPH_02057	669.0	2.1e-243	1.080	1.0	0.851	UniRef:UniRef50_Q89YZ6
contig_6	cds	333093	334316	-	BOFHPH_02058	574.0	1.8e-203	0.995	0.847	0.689	UniRef:UniRef50_Q89YZ7
contig_6	cds	334449	335855	-	BOFHPH_02059	775.0	2.9e-281	1.0	0.893	0.774	UniRef:UniRef50_A0A174NHD6
contig_6	cds	335939	336370	-	BOFHPH_02060	180.0	2.4e-57	0.944	0.925	0.652	UniRef:UniRef50_Q89YN3
contig_6	cds	336822	337958	+	BOFHPH_02061	689.0	9.8e-251	1.0	0.972	0.950	UniRef:UniRef50_H1DG20
contig_7	cds	93	332	+	BOFHPH_02062	-	-	-	-	-	-
contig_7	cds	310	705	+	BOFHPH_02063	204.0	6.2e-67	0.985	0.801	0.752	UniRef:UniRef50_A0A174V6L8
contig_7	cds	834	1157	+	BOFHPH_02064	128.0	6.2e-38	1.009	0.908	0.620	UniRef:UniRef50_F9Z871
contig_7	cds	1227	1676	-	BOFHPH_02065	251.0	3.4e-85	1.0	0.987	0.866	UniRef:UniRef50_I8XIE9
contig_7	cds	2162	2449	+	BOFHPH_02066	147.0	6.6e-46	1.032	0.907	0.796	UniRef:UniRef50_I9S2P5
contig_7	cds	2446	2751	+	BOFHPH_02067	161.0	2.5e-51	1.040	1.0	0.762	UniRef:UniRef50_I8XG34
contig_7	cds	2762	3064	+	BOFHPH_02068	159.0	3.3e-50	1.0	0.909	0.770	UniRef:UniRef50_I9GS63
contig_7	cds	3124	3417	+	BOFHPH_02069	126.0	2.8e-37	0.938	0.805	0.659	UniRef:UniRef50_F9Z313
contig_7	cds	3697	4443	+	BOFHPH_02070	-	-	-	-	-	-
contig_7	cds	4505	5818	-	BOFHPH_02071	526.0	1.0e-184	0.963	0.936	0.644	UniRef:UniRef50_A0A0F5J9T2
contig_7	cds	5845	7077	-	BOFHPH_02072	540.0	6.7e-191	0.998	0.990	0.658	UniRef:UniRef50_A0A0F5J8R0
contig_7	cds	7478	10099	+	BOFHPH_02073	1757.0	0.0	1.0	0.983	0.991	UniRef:UniRef50_I9BN38
contig_7	cds	10881	14066	+	BOFHPH_02074	1108.0	0.0	0.959	0.897	0.534	UniRef:UniRef50_F7LKV9
contig_7	cds	14080	15762	+	BOFHPH_02075	884.0	0.0	0.995	0.986	0.747	UniRef:UniRef50_I9BMU9
contig_7	cds	15784	16737	+	BOFHPH_02076	419.0	4.0e-146	1.003	0.988	0.626	UniRef:UniRef50_I9VYU8
contig_7	cds	16765	18216	+	BOFHPH_02077	621.0	2.6e-220	0.959	0.897	0.618	UniRef:UniRef50_R9HA49
contig_7	cds	18235	21888	+	BOFHPH_02078	2323.0	0.0	1.001	1.0	0.943	UniRef:UniRef50_A0A174N8K5
contig_7	cds	21885	22037	+	BOFHPH_02079	-	-	-	-	-	-
contig_7	cds	22138	23388	-	BOFHPH_02080	432.0	1.3e-147	1.038	0.937	0.558	UniRef:UniRef50_A0A928BN21
contig_7	cds	23673	24548	+	BOFHPH_02081	291.0	2.3e-96	0.935	0.886	0.518	UniRef:UniRef50_I9S847
contig_7	cds	24560	25729	+	BOFHPH_02082	769.0	2.1e-282	1.0	1.0	1.0	UniRef:UniRef50_A0A2M9V632
contig_7	cds	26007	27968	+	BOFHPH_02083	806.0	5.9e-288	0.997	0.952	0.607	UniRef:UniRef50_E6MSG8
contig_7	cds	28298	29617	+	BOFHPH_02084	481.0	9.4e-167	1.0	0.993	0.551	UniRef:UniRef50_R7CVM7
contig_7	cds	29629	30663	+	BOFHPH_02085	375.0	6.7e-128	1.0	0.975	0.541	UniRef:UniRef50_R5CZM4
contig_7	cds	30667	32247	+	BOFHPH_02086	591.0	7.4e-207	0.994	0.924	0.564	UniRef:UniRef50_K9DVK3
contig_7	cds	32451	33539	-	BOFHPH_02087	411.0	2.7e-141	1.094	0.985	0.528	UniRef:UniRef50_Q64YD4
contig_7	tRNA	33845	33918	-	BOFHPH_02088	57.3	-	-	-	-	-
contig_7	cds	34364	35425	-	BOFHPH_02089	394.0	5.5e-135	0.986	0.899	0.552	UniRef:UniRef50_A0A1R3T4Z5
contig_7	cds	35562	35966	+	BOFHPH_02090	192.0	2.1e-62	1.0	0.865	0.709	UniRef:UniRef50_Q8A0P5
contig_7	cds	36060	38951	+	BOFHPH_02091	1170.0	0.0	1.003	0.982	0.630	UniRef:UniRef50_U2DY88
contig_7	cds	39108	40547	+	BOFHPH_02092	869.0	0.0	1.0	0.945	0.889	UniRef:UniRef50_A0A380ZBR8
contig_7	cds	40565	41056	-	BOFHPH_02093	250.0	6.0e-84	0.994	0.814	0.741	UniRef:UniRef50_A0A941F2P3
contig_7	cds	41089	41883	-	BOFHPH_02094	312.0	1.3e-105	0.970	0.928	0.563	UniRef:UniRef50_Q8A0P1
contig_7	cds	41891	42574	-	BOFHPH_02095	353.0	3.2e-123	1.004	1.0	0.776	UniRef:UniRef50_A0A0P0FU76
contig_7	cds	42671	44089	+	BOFHPH_02096	805.0	2.3e-293	1.030	0.998	0.823	UniRef:UniRef50_A0A9D8XQR0
contig_7	cds	44186	45919	-	BOFHPH_02097	757.0	6.7e-271	1.071	1.011	0.612	UniRef:UniRef50_A0A401LZZ7
contig_7	cds	45941	49357	-	BOFHPH_02098	1390.0	0.0	1.041	1.003	0.601	UniRef:UniRef50_A0A120A165
contig_7	cds	49687	51912	-	BOFHPH_02099	1003.0	0.0	0.988	1.004	0.648	UniRef:UniRef50_A0A162ND84
contig_7	cds	52294	54561	-	BOFHPH_02100	1024.0	0.0	1.009	0.986	0.644	UniRef:UniRef50_A0A9D2HQG8
contig_7	cds	54591	55589	-	BOFHPH_02101	623.0	3.1e-226	1.0	0.971	0.925	UniRef:UniRef50_I8XKX8
contig_7	cds	55642	56196	-	BOFHPH_02102	239.0	2.6e-79	1.0	0.968	0.630	UniRef:UniRef50_A0A3E4Z8M3
contig_7	cds	56212	58413	-	BOFHPH_02103	1152.0	0.0	0.988	0.860	0.744	UniRef:UniRef50_U6RBP1
contig_7	cds	58916	60109	-	BOFHPH_02104	416.0	3.5e-142	0.924	0.840	0.575	UniRef:UniRef50_R7JC21
contig_7	cds	60259	61113	+	BOFHPH_02105	408.0	6.9e-143	0.979	0.924	0.723	UniRef:UniRef50_I9VYS0
contig_7	cds	61361	63979	-	BOFHPH_02106	1243.0	0.0	1.003	0.850	0.696	UniRef:UniRef50_Q8A0M6
contig_7	cds	64083	65051	+	BOFHPH_02107	451.0	2.4e-158	1.0	0.915	0.643	UniRef:UniRef50_K9DW12
contig_7	cds	65066	65431	+	BOFHPH_02108	133.0	1.4e-39	0.876	0.922	0.585	UniRef:UniRef50_G5GB47
contig_7	cds	65475	67721	-	BOFHPH_02109	907.0	0.0	1.001	0.934	0.605	UniRef:UniRef50_A0AA43KLS8
contig_7	cds	67790	69088	-	BOFHPH_02110	741.0	2.1e-269	1.0	0.964	0.819	UniRef:UniRef50_A0A173TU23
contig_7	cds	69113	69982	-	BOFHPH_02111	362.0	9.3e-125	1.052	1.020	0.655	UniRef:UniRef50_A0A174NYY2
contig_7	cds	69983	70873	-	BOFHPH_02112	383.0	3.6e-132	0.976	0.843	0.668	UniRef:UniRef50_A0A180F0Z6
contig_7	cds	70882	71649	-	BOFHPH_02113	325.0	1.3e-110	0.996	0.858	0.661	UniRef:UniRef50_A0A2Z3L971
contig_7	cds	72154	72921	+	BOFHPH_02114	261.0	2.3e-85	0.984	0.866	0.502	UniRef:UniRef50_A0A1M4XQJ5
contig_7	cds	72918	74051	+	BOFHPH_02115	477.0	1.9e-166	0.997	0.879	0.652	UniRef:UniRef50_C9MMB0
contig_7	cds	74140	74880	+	BOFHPH_02116	283.0	4.5e-95	0.980	0.976	0.556	UniRef:UniRef50_A0A6I0GII4
contig_7	cds	74991	75830	-	BOFHPH_02117	295.0	3.8e-98	1.018	0.907	0.553	UniRef:UniRef50_D1QVY5
contig_7	cds	75846	77834	-	BOFHPH_02118	730.0	3.5e-256	0.977	0.829	0.604	UniRef:UniRef50_A0A935N0T6
contig_7	cds	77883	78242	-	BOFHPH_02119	144.0	8.1e-44	1.0	1.0	0.563	UniRef:UniRef50_F8WWS7
contig_7	tRNA	78545	78615	+	BOFHPH_02120	44.3	-	-	-	-	-
contig_7	cds	78759	80609	-	BOFHPH_02121	878.0	1.9e-317	1.028	0.998	0.757	UniRef:UniRef50_C9MMF2
contig_7	cds	80728	82068	-	BOFHPH_02122	388.0	4.7e-130	0.897	0.870	0.505	UniRef:UniRef50_A0A413IHS6
contig_7	cds	82130	82972	-	BOFHPH_02123	317.0	7.6e-107	0.918	0.865	0.619	UniRef:UniRef50_Q8A0H8
contig_7	cds	83022	84023	+	BOFHPH_02124	433.0	1.1e-150	0.952	0.848	0.694	UniRef:UniRef50_U6RPW4
contig_7	cds	84227	85684	+	BOFHPH_02125	595.0	2.4e-210	0.994	0.964	0.629	UniRef:UniRef50_F9D0S4
contig_7	cds	86314	87996	-	BOFHPH_02126	926.0	0.0	0.996	0.996	0.808	UniRef:UniRef50_A0A0I9SAT4
contig_7	cds	88019	89170	-	BOFHPH_02127	778.0	6.2e-286	1.003	1.0	0.990	UniRef:UniRef50_A0A0E2AV85
contig_7	cds	89175	91925	-	BOFHPH_02128	999.0	0.0	0.995	0.986	0.547	UniRef:UniRef50_I9KM86
contig_7	cds	91922	92662	-	BOFHPH_02129	388.0	5.0e-136	1.0	0.928	0.780	UniRef:UniRef50_I9BN96
contig_7	cds	92887	98667	+	BOFHPH_02130	2096.0	0.0	1.004	1.008	0.554	UniRef:UniRef50_UPI002FC87D9F
contig_7	cds	98938	100026	+	BOFHPH_02131	505.0	1.9e-178	0.978	0.896	0.720	UniRef:UniRef50_A0A1M4V1F3
contig_7	cds	100035	101126	+	BOFHPH_02132	513.0	4.3e-181	1.0	0.885	0.716	UniRef:UniRef50_A0A7D3XTL2
contig_7	cds	101236	102177	-	BOFHPH_02133	484.0	1.2e-171	0.962	0.865	0.821	UniRef:UniRef50_S3YRD9
contig_7	cds	102236	103063	+	BOFHPH_02134	281.0	3.4e-93	0.985	0.961	0.565	UniRef:UniRef50_F9D1X0
contig_7	cds	103085	104101	+	BOFHPH_02135	517.0	6.0e-184	0.962	0.876	0.766	UniRef:UniRef50_A0A1M4V1Q7
contig_7	cds	104073	105320	+	BOFHPH_02136	633.0	2.9e-227	0.993	0.924	0.777	UniRef:UniRef50_K5D8Z1
contig_7	cds	105362	106255	+	BOFHPH_02137	583.0	9.4e-212	1.0	0.974	1.0	UniRef:UniRef50_A0A4U9W1K6
contig_7	cds	106557	107429	-	BOFHPH_02138	448.0	2.6e-158	1.103	1.0	0.744	UniRef:UniRef50_Q64W50
contig_7	cds	107571	107918	-	BOFHPH_02139	197.0	5.0e-65	0.913	0.861	0.819	UniRef:UniRef50_Q64PB2
contig_7	cds	108017	108385	-	BOFHPH_02140	177.0	5.7e-57	1.0	1.0	0.869	UniRef:UniRef50_A0AAN4MUN4
contig_7	cds	108964	109500	+	BOFHPH_02141	297.0	5.8e-102	0.994	0.808	0.825	UniRef:UniRef50_K9DY96
contig_7	cds	109520	110008	+	BOFHPH_02142	266.0	2.3e-90	0.988	0.851	0.813	UniRef:UniRef50_E6SQ56
contig_7	cds	110166	111047	+	BOFHPH_02143	468.0	3.0e-165	0.997	0.809	0.777	UniRef:UniRef50_Q83AP7
contig_7	cds	111055	111468	+	BOFHPH_02144	204.0	1.2e-66	0.971	0.821	0.699	UniRef:UniRef50_A0A143B923
contig_7	cds	111465	111875	+	BOFHPH_02145	167.0	2.5e-52	0.993	0.877	0.533	UniRef:UniRef50_A0A2D0MZ01
contig_7	cds	111893	112993	+	BOFHPH_02146	396.0	2.2e-135	1.0	0.946	0.566	UniRef:UniRef50_Q9F837
contig_7	cds	113044	114555	+	BOFHPH_02147	497.0	3.4e-171	0.984	0.965	0.527	UniRef:UniRef50_A0A6L3GLX4
contig_7	cds	114687	116009	+	BOFHPH_02148	687.0	6.7e-248	0.991	0.946	0.784	UniRef:UniRef50_P96074
contig_7	cds	116006	117151	+	BOFHPH_02149	-	-	-	-	-	-
contig_7	cds	117138	118277	+	BOFHPH_02150	-	-	-	-	-	-
contig_7	cds	118292	119164	+	BOFHPH_02151	-	-	-	-	-	-
contig_7	cds	119205	120065	+	BOFHPH_02152	279.0	1.3e-91	0.913	0.821	0.525	UniRef:UniRef50_A0A174J9G3
contig_7	cds	120067	121128	+	BOFHPH_02153	366.0	3.3e-124	0.983	0.972	0.516	UniRef:UniRef50_A0A939YCE1
contig_7	cds	121353	122288	+	BOFHPH_02154	592.0	2.8e-214	1.0	0.864	1.0	UniRef:UniRef50_A0A174J966
contig_7	cds	122295	123494	+	BOFHPH_02155	608.0	2.7e-218	0.992	0.978	0.727	UniRef:UniRef50_R9HPE5
contig_7	cds	123491	124516	+	BOFHPH_02156	501.0	8.9e-178	0.988	0.980	0.730	UniRef:UniRef50_R9HX77
contig_7	cds	124523	125551	+	BOFHPH_02157	437.0	1.2e-151	1.006	0.856	0.631	UniRef:UniRef50_A0A1V4SKI8
contig_7	cds	125596	126747	+	BOFHPH_02158	488.0	4.6e-171	1.005	0.944	0.631	UniRef:UniRef50_A0A2A7BXZ5
contig_7	cds	126761	127900	+	BOFHPH_02159	631.0	3.9e-228	1.005	0.997	0.814	UniRef:UniRef50_A0A291DWA7
contig_7	cds	127942	129162	+	BOFHPH_02160	478.0	1.2e-166	0.973	0.954	0.610	UniRef:UniRef50_E6SSY5
contig_7	cds	129169	130065	+	BOFHPH_02161	452.0	7.9e-160	1.044	0.997	0.714	UniRef:UniRef50_A0A0P0G337
contig_7	cds	130168	131118	+	BOFHPH_02162	455.0	1.6e-159	1.206	0.997	0.635	UniRef:UniRef50_A0A174JAZ5
contig_7	cds	131121	131708	+	BOFHPH_02163	198.0	8.8e-63	0.974	0.918	0.521	UniRef:UniRef50_I9BKZ2
contig_7	cds	132172	132618	+	BOFHPH_02164	-	-	-	-	-	-
contig_7	cds	132880	134427	+	BOFHPH_02165	642.0	2.7e-229	0.829	0.966	0.731	UniRef:UniRef50_A0A6I0LGR1
contig_7	cds	134498	135532	-	BOFHPH_02166	387.0	1.7e-132	0.953	0.861	0.610	UniRef:UniRef50_A0A4Y6UQW3
contig_7	cds	135677	137845	+	BOFHPH_02167	1081.0	0.0	1.202	1.0	0.630	UniRef:UniRef50_A0A975KF20
contig_7	cds	138224	141361	+	BOFHPH_02168	1116.0	0.0	1.023	1.0	0.528	UniRef:UniRef50_A0A143XYC7
contig_7	cds	141387	143054	+	BOFHPH_02169	948.0	0.0	1.002	1.0	0.824	UniRef:UniRef50_I9VZ03
contig_7	cds	143054	144196	+	BOFHPH_02170	566.0	3.2e-202	1.003	0.995	0.709	UniRef:UniRef50_B3C6L7
contig_7	cds	144325	146106	+	BOFHPH_02171	998.0	0.0	1.0	0.995	0.781	UniRef:UniRef50_B3C6L6
contig_7	cds	146109	147482	+	BOFHPH_02172	-	-	-	-	-	-
contig_7	cds	147479	149326	+	BOFHPH_02173	-	-	-	-	-	-
contig_7	cds	149323	150438	+	BOFHPH_02174	639.0	1.8e-231	0.997	0.992	0.797	UniRef:UniRef50_E1WLN1
contig_7	cds	150560	151861	+	BOFHPH_02175	503.0	1.3e-175	0.958	0.914	0.552	UniRef:UniRef50_A0A133YT41
contig_7	cds	151864	154302	+	BOFHPH_02176	818.0	7.8e-288	0.945	0.921	0.541	UniRef:UniRef50_A0A3B8RAY9
contig_7	cds	154308	155561	+	BOFHPH_02177	473.0	3.1e-164	0.993	0.961	0.534	UniRef:UniRef50_A0A6L9KEK3
contig_7	cds	155715	156353	+	BOFHPH_02178	261.0	2.6e-87	0.958	0.906	0.621	UniRef:UniRef50_G5HAZ3
contig_7	cds	156356	157048	+	BOFHPH_02179	474.0	1.1e-170	0.996	0.958	1.0	UniRef:UniRef50_E1WLN6
contig_7	cds	157055	158059	+	BOFHPH_02180	398.0	2.7e-137	1.003	0.946	0.576	UniRef:UniRef50_A0A3E5GFR6
contig_7	cds	158151	159275	+	BOFHPH_02181	517.0	6.9e-183	0.955	0.892	0.655	UniRef:UniRef50_E1WLN8
contig_7	cds	159312	160484	+	BOFHPH_02182	498.0	3.5e-174	0.997	0.874	0.614	UniRef:UniRef50_A0A2T6DUV9
contig_7	cds	160501	161889	+	BOFHPH_02183	609.0	4.0e-216	0.996	0.929	0.657	UniRef:UniRef50_A0A9D1WCH5
contig_7	cds	161886	163079	+	BOFHPH_02184	469.0	4.3e-163	0.967	0.919	0.576	UniRef:UniRef50_A0A379ECV1
contig_7	cds	163149	164912	+	BOFHPH_02185	585.0	5.1e-203	1.0	0.985	0.514	UniRef:UniRef50_Q64Y25
contig_7	cds	164919	166379	+	BOFHPH_02186	546.0	1.7e-190	0.996	0.917	0.568	UniRef:UniRef50_A0A6I2MYG2
contig_7	cds	166383	167513	+	BOFHPH_02187	426.0	4.5e-147	1.011	0.960	0.574	UniRef:UniRef50_A0A2M9VAJ0
contig_7	cds	167546	167680	+	BOFHPH_02188	-	-	-	-	-	-
contig_7	cds	168163	169311	-	BOFHPH_02189	802.0	1.4e-295	1.0	1.0	1.0	UniRef:UniRef50_A0A412YRD1
contig_7	cds	169481	170755	-	BOFHPH_02190	400.0	5.2e-135	0.877	0.819	0.565	UniRef:UniRef50_R5W2U6
contig_7	cds	170834	173533	-	BOFHPH_02191	1069.0	0.0	0.979	0.966	0.609	UniRef:UniRef50_H1DI69
contig_7	cds	173771	176530	+	BOFHPH_02192	1257.0	0.0	1.005	0.966	0.677	UniRef:UniRef50_A0A174GEG6
contig_7	cds	176660	178096	-	BOFHPH_02193	543.0	1.3e-189	1.056	0.982	0.578	UniRef:UniRef50_F8N782
contig_7	cds	178104	179588	-	BOFHPH_02194	611.0	5.6e-216	1.051	1.0	0.642	UniRef:UniRef50_A0A380ZA28
contig_7	cds	179601	181511	-	BOFHPH_02195	986.0	0.0	1.053	0.997	0.772	UniRef:UniRef50_A0A952T4Z1
contig_7	cds	181568	181879	-	BOFHPH_02196	184.0	3.0e-60	0.990	0.857	0.951	UniRef:UniRef50_H1HQM4
contig_7	cds	181886	182398	-	BOFHPH_02197	241.0	2.1e-80	0.971	0.902	0.806	UniRef:UniRef50_Q8A0F9
contig_7	cds	182405	182884	-	BOFHPH_02198	246.0	1.0e-82	0.994	0.913	0.861	UniRef:UniRef50_U6RAJ2
contig_7	cds	182901	183977	-	BOFHPH_02199	456.0	7.2e-159	1.006	0.882	0.628	UniRef:UniRef50_A6L168
contig_7	cds	184013	185605	-	BOFHPH_02200	650.0	8.7e-230	0.991	0.875	0.617	UniRef:UniRef50_Q5LH50
contig_7	cds	185644	186225	-	BOFHPH_02201	196.0	5.1e-62	0.855	0.829	0.552	UniRef:UniRef50_A0A3C1EPC1
contig_7	cds	186225	186575	-	BOFHPH_02202	129.0	6.2e-38	1.0	0.885	0.526	UniRef:UniRef50_A0A7K3XKM5
contig_7	cds	186726	187103	-	BOFHPH_02203	238.0	5.7e-81	1.0	1.0	0.904	UniRef:UniRef50_I9VZ95
contig_7	cds	187237	188673	-	BOFHPH_02204	513.0	1.1e-177	1.0	0.900	0.525	UniRef:UniRef50_R6ZRW5
contig_7	cds	188693	190033	-	BOFHPH_02205	526.0	2.3e-184	1.0	0.961	0.583	UniRef:UniRef50_F0F4V8
contig_7	cds	190074	192020	-	BOFHPH_02206	770.0	1.1e-272	0.965	0.840	0.598	UniRef:UniRef50_Q8A0C2
contig_7	cds	192671	194011	-	BOFHPH_02207	459.0	5.5e-158	0.944	0.929	0.553	UniRef:UniRef50_A0A5J4RR17
contig_7	cds	194008	194310	-	BOFHPH_02208	186.0	6.5e-61	0.980	0.907	0.949	UniRef:UniRef50_I9VZ99
contig_7	cds	194475	195608	-	BOFHPH_02209	420.0	2.4e-144	1.101	1.0	0.511	UniRef:UniRef50_A0A1R3T134
