locus_tag	ftype	length_bp	gene	EC_number	COG	product
GMFCDEOL_01958	CDS	366				hypothetical protein
GMFCDEOL_01959	gene	1578				
GMFCDEOL_01959	CDS	1578				hypothetical protein
GMFCDEOL_01960	gene	780				
GMFCDEOL_01960	CDS	780				hypothetical protein
GMFCDEOL_01961	gene	426	rqcP			
GMFCDEOL_01961	CDS	426	rqcP			RQC P-site tRNA stabilizing factor
GMFCDEOL_01962	gene	564	pth			
GMFCDEOL_01962	CDS	564	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
GMFCDEOL_01963	gene	591	rplY			
GMFCDEOL_01963	CDS	591	rplY			Large ribosomal subunit protein bL25
GMFCDEOL_01964	gene	387				
GMFCDEOL_01964	CDS	387				hypothetical protein
GMFCDEOL_01965	gene	990	nusB			
GMFCDEOL_01965	CDS	990	nusB			Transcription antitermination protein NusB
GMFCDEOL_01966	gene	327				
GMFCDEOL_01966	CDS	327				hypothetical protein
GMFCDEOL_01967	gene	1014				
GMFCDEOL_01967	CDS	1014				hypothetical protein
GMFCDEOL_01968	gene	618	coaE			
GMFCDEOL_01968	CDS	618	coaE	2.7.1.24	COG0237	Dephospho-CoA kinase
GMFCDEOL_01969	gene	417				
GMFCDEOL_01969	CDS	417				hypothetical protein
GMFCDEOL_01970	gene	2589	clpB1			
GMFCDEOL_01970	CDS	2589	clpB1		COG0542	Chaperone protein ClpB 1
GMFCDEOL_01971	gene	582				
GMFCDEOL_01971	CDS	582				hypothetical protein
GMFCDEOL_01972	gene	897	cysL			
GMFCDEOL_01972	CDS	897	cysL		COG0583	HTH-type transcriptional regulator CysL
GMFCDEOL_01973	gene	993				
GMFCDEOL_01973	CDS	993				hypothetical protein
GMFCDEOL_01974	gene	684				
GMFCDEOL_01974	CDS	684				hypothetical protein
GMFCDEOL_01975	gene	528				
GMFCDEOL_01975	CDS	528				hypothetical protein
GMFCDEOL_01976	gene	516	sigJ			
GMFCDEOL_01976	CDS	516	sigJ		COG1595	ECF RNA polymerase sigma factor SigJ
GMFCDEOL_01977	gene	225				
GMFCDEOL_01977	CDS	225				hypothetical protein
GMFCDEOL_01978	gene	1044	recA			
GMFCDEOL_01978	CDS	1044	recA		COG0468	Protein RecA
GMFCDEOL_01979	gene	519	bcp			
GMFCDEOL_01979	CDS	519	bcp	1.11.1.24	COG1225	Putative peroxiredoxin bcp
GMFCDEOL_01980	gene	1194				
GMFCDEOL_01980	CDS	1194		1.5.1.55	COG1748	Carboxyaminopropylagmatine dehydrogenase
GMFCDEOL_01981	gene	1251				
GMFCDEOL_01981	CDS	1251				hypothetical protein
GMFCDEOL_01982	gene	792				
GMFCDEOL_01982	CDS	792				hypothetical protein
GMFCDEOL_01983	gene	1002	hmuU_1			
GMFCDEOL_01983	CDS	1002	hmuU_1		COG0609	Hemin transport system permease protein HmuU
GMFCDEOL_01984	gene	1143				
GMFCDEOL_01984	CDS	1143				hypothetical protein
GMFCDEOL_01985	gene	114				
GMFCDEOL_01985	CDS	114				hypothetical protein
GMFCDEOL_01986	gene	2163				
GMFCDEOL_01986	CDS	2163				hypothetical protein
GMFCDEOL_01987	gene	525				
GMFCDEOL_01987	CDS	525				hypothetical protein
GMFCDEOL_01988	gene	1920	dnaK_1			
GMFCDEOL_01988	CDS	1920	dnaK_1		COG0443	Chaperone protein DnaK
GMFCDEOL_01989	gene	546				
GMFCDEOL_01989	CDS	546				hypothetical protein
GMFCDEOL_01990	gene	1263	xerC_12			
GMFCDEOL_01990	CDS	1263	xerC_12			Tyrosine recombinase XerC
GMFCDEOL_01991	gene	354				
GMFCDEOL_01991	CDS	354				hypothetical protein
GMFCDEOL_01992	gene	597				
GMFCDEOL_01992	CDS	597				hypothetical protein
GMFCDEOL_01993	gene	1803				
GMFCDEOL_01993	CDS	1803				hypothetical protein
GMFCDEOL_01994	gene	369				
GMFCDEOL_01994	CDS	369				hypothetical protein
GMFCDEOL_01995	gene	900				
GMFCDEOL_01995	CDS	900				hypothetical protein
GMFCDEOL_01996	gene	648				
GMFCDEOL_01996	CDS	648				hypothetical protein
GMFCDEOL_01997	gene	654	hin_1			
GMFCDEOL_01997	CDS	654	hin_1			DNA-invertase hin
GMFCDEOL_01998	gene	1257				
GMFCDEOL_01998	CDS	1257				hypothetical protein
GMFCDEOL_01999	gene	648				
GMFCDEOL_01999	CDS	648				hypothetical protein
GMFCDEOL_02000	gene	3000				
GMFCDEOL_02000	CDS	3000				hypothetical protein
GMFCDEOL_02001	gene	3474	rapA			
GMFCDEOL_02001	CDS	3474	rapA	3.6.4.-		RNA polymerase-associated protein RapA
GMFCDEOL_02002	gene	705				
GMFCDEOL_02002	CDS	705				hypothetical protein
GMFCDEOL_02003	gene	1542				
GMFCDEOL_02003	CDS	1542				hypothetical protein
GMFCDEOL_02004	gene	1572	clcA			
GMFCDEOL_02004	CDS	1572	clcA			H(+)/Cl(-) exchange transporter ClcA
GMFCDEOL_02005	gene	837	nfo			
GMFCDEOL_02005	CDS	837	nfo	3.1.21.2	COG0648	Endonuclease 4
GMFCDEOL_02006	gene	1368	trpB			
GMFCDEOL_02006	CDS	1368	trpB	4.2.1.20	COG0133	Tryptophan synthase beta chain
GMFCDEOL_02007	gene	1836				
GMFCDEOL_02007	CDS	1836				hypothetical protein
GMFCDEOL_02008	gene	687	ktrA			
GMFCDEOL_02008	CDS	687	ktrA		COG0569	Ktr system potassium uptake protein A
GMFCDEOL_02009	gene	1461	katA			
GMFCDEOL_02009	CDS	1461	katA	1.11.1.6		Catalase
GMFCDEOL_02010	gene	180				
GMFCDEOL_02010	CDS	180				hypothetical protein
GMFCDEOL_02011	gene	2538				
GMFCDEOL_02011	CDS	2538				hypothetical protein
GMFCDEOL_02012	gene	669				
GMFCDEOL_02012	CDS	669				hypothetical protein
GMFCDEOL_02013	gene	993	xynD			
GMFCDEOL_02013	CDS	993	xynD	3.2.1.55	COG3507	Arabinoxylan arabinofuranohydrolase
GMFCDEOL_02014	gene	966				
GMFCDEOL_02014	CDS	966				hypothetical protein
GMFCDEOL_02015	gene	3387				
GMFCDEOL_02015	CDS	3387				hypothetical protein
GMFCDEOL_02016	gene	1524				
GMFCDEOL_02016	CDS	1524				hypothetical protein
GMFCDEOL_02017	gene	987				
GMFCDEOL_02017	CDS	987				hypothetical protein
GMFCDEOL_02018	gene	99				
GMFCDEOL_02018	CDS	99				hypothetical protein
GMFCDEOL_02019	gene	1008				
GMFCDEOL_02019	CDS	1008				hypothetical protein
GMFCDEOL_02020	gene	1551	ahpF			
GMFCDEOL_02020	CDS	1551	ahpF	1.8.1.-		Alkyl hydroperoxide reductase subunit F
GMFCDEOL_02021	gene	567	ahpC_2			
GMFCDEOL_02021	CDS	567	ahpC_2	1.11.1.26		Alkyl hydroperoxide reductase C
GMFCDEOL_02022	gene	468				
GMFCDEOL_02022	CDS	468				hypothetical protein
GMFCDEOL_02023	gene	555				
GMFCDEOL_02023	CDS	555				hypothetical protein
GMFCDEOL_02024	gene	444				
GMFCDEOL_02024	CDS	444				hypothetical protein
GMFCDEOL_02025	gene	501				
GMFCDEOL_02025	CDS	501				hypothetical protein
GMFCDEOL_02026	gene	1209	tdcG			
GMFCDEOL_02026	CDS	1209	tdcG	4.3.1.17	COG1760	L-serine dehydratase TdcG
GMFCDEOL_02027	gene	1062	corA_2			
GMFCDEOL_02027	CDS	1062	corA_2		COG0598	Cobalt/magnesium transport protein CorA
GMFCDEOL_02028	gene	2499	mutS2			
GMFCDEOL_02028	CDS	2499	mutS2	3.1.-.-		Endonuclease MutS2
GMFCDEOL_02029	gene	86				
GMFCDEOL_02029	tRNA	86				tRNA-Ser(tga)
GMFCDEOL_02030	gene	927				
GMFCDEOL_02030	CDS	927				hypothetical protein
GMFCDEOL_02031	gene	321				
GMFCDEOL_02031	CDS	321				hypothetical protein
GMFCDEOL_02032	gene	675				
GMFCDEOL_02032	CDS	675				hypothetical protein
GMFCDEOL_02033	gene	150				
GMFCDEOL_02033	CDS	150				hypothetical protein
GMFCDEOL_02034	gene	792				
GMFCDEOL_02034	CDS	792				hypothetical protein
GMFCDEOL_02035	gene	123				
GMFCDEOL_02035	CDS	123				hypothetical protein
GMFCDEOL_02036	gene	969				
GMFCDEOL_02036	CDS	969				hypothetical protein
GMFCDEOL_02037	gene	498				
GMFCDEOL_02037	CDS	498				hypothetical protein
GMFCDEOL_02038	gene	792				
GMFCDEOL_02038	CDS	792				hypothetical protein
GMFCDEOL_02039	gene	123				
GMFCDEOL_02039	CDS	123				hypothetical protein
GMFCDEOL_02040	gene	408				
GMFCDEOL_02040	CDS	408				hypothetical protein
GMFCDEOL_02041	gene	840				
GMFCDEOL_02041	CDS	840				hypothetical protein
GMFCDEOL_02042	gene	1107				
GMFCDEOL_02042	CDS	1107				hypothetical protein
GMFCDEOL_02043	gene	1548				
GMFCDEOL_02043	CDS	1548				hypothetical protein
GMFCDEOL_02044	gene	522				
GMFCDEOL_02044	CDS	522				hypothetical protein
GMFCDEOL_02045	gene	1341				
GMFCDEOL_02045	CDS	1341				hypothetical protein
GMFCDEOL_02046	gene	969	dnaG_2			
GMFCDEOL_02046	CDS	969	dnaG_2	2.7.7.101		DNA primase
GMFCDEOL_02047	gene	1074				
GMFCDEOL_02047	CDS	1074				hypothetical protein
GMFCDEOL_02048	gene	309				
GMFCDEOL_02048	CDS	309				hypothetical protein
GMFCDEOL_02049	gene	1017				
GMFCDEOL_02049	CDS	1017				hypothetical protein
GMFCDEOL_02050	gene	1293	xerC_13			
GMFCDEOL_02050	CDS	1293	xerC_13			Tyrosine recombinase XerC
GMFCDEOL_02051	gene	2385	rcsC_15			
GMFCDEOL_02051	CDS	2385	rcsC_15	2.7.13.3		Sensor histidine kinase RcsC
GMFCDEOL_02052	gene	1086	gcvT			
GMFCDEOL_02052	CDS	1086	gcvT	2.1.2.10	COG0404	Aminomethyltransferase
GMFCDEOL_02053	gene	1224	pepT			
GMFCDEOL_02053	CDS	1224	pepT	3.4.11.4	COG2195	Peptidase T
GMFCDEOL_02054	gene	1407	purF_1			
GMFCDEOL_02054	CDS	1407	purF_1	2.4.2.14	COG0034	Amidophosphoribosyltransferase
GMFCDEOL_02055	gene	432				
GMFCDEOL_02055	CDS	432				hypothetical protein
GMFCDEOL_02056	gene	1137				
GMFCDEOL_02056	CDS	1137			COG2885	Outer membrane protein 41
GMFCDEOL_02057	gene	240				
GMFCDEOL_02057	CDS	240				hypothetical protein
GMFCDEOL_02058	gene	396				
GMFCDEOL_02058	CDS	396				hypothetical protein
GMFCDEOL_02059	gene	324				
GMFCDEOL_02059	CDS	324				hypothetical protein
GMFCDEOL_02060	gene	450				
GMFCDEOL_02060	CDS	450				hypothetical protein
GMFCDEOL_02061	gene	288				
GMFCDEOL_02061	CDS	288				hypothetical protein
GMFCDEOL_02062	gene	306				
GMFCDEOL_02062	CDS	306				hypothetical protein
GMFCDEOL_02063	gene	303				
GMFCDEOL_02063	CDS	303				hypothetical protein
GMFCDEOL_02064	gene	294				
GMFCDEOL_02064	CDS	294				hypothetical protein
GMFCDEOL_02065	gene	747				
GMFCDEOL_02065	CDS	747				hypothetical protein
GMFCDEOL_02066	gene	1314	xerC_14			
GMFCDEOL_02066	CDS	1314	xerC_14			Tyrosine recombinase XerC
GMFCDEOL_02067	gene	1233	xerC_15			
GMFCDEOL_02067	CDS	1233	xerC_15			Tyrosine recombinase XerC
GMFCDEOL_02068	gene	2622				
GMFCDEOL_02068	CDS	2622				hypothetical protein
GMFCDEOL_02069	gene	3186				
GMFCDEOL_02069	CDS	3186			COG4771	TonB-dependent receptor P3
GMFCDEOL_02070	gene	1683				
GMFCDEOL_02070	CDS	1683				hypothetical protein
GMFCDEOL_02071	gene	954				
GMFCDEOL_02071	CDS	954				hypothetical protein
GMFCDEOL_02072	gene	1452				
GMFCDEOL_02072	CDS	1452				hypothetical protein
GMFCDEOL_02073	gene	3654	lacZ_10			
GMFCDEOL_02073	CDS	3654	lacZ_10	3.2.1.23	COG3250	Beta-galactosidase
GMFCDEOL_02074	gene	153				
GMFCDEOL_02074	CDS	153				hypothetical protein
GMFCDEOL_02075	gene	1251	aroA			
GMFCDEOL_02075	CDS	1251	aroA	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase
GMFCDEOL_02076	gene	876				
GMFCDEOL_02076	CDS	876				hypothetical protein
GMFCDEOL_02077	gene	1170	rcsC_16			
GMFCDEOL_02077	CDS	1170	rcsC_16	2.7.13.3		Sensor histidine kinase RcsC
GMFCDEOL_02078	gene	1962				
GMFCDEOL_02078	CDS	1962		3.2.1.52	COG3525	Beta-hexosaminidase
GMFCDEOL_02079	gene	1320				
GMFCDEOL_02079	CDS	1320				hypothetical protein
GMFCDEOL_02080	gene	1035	emrA_3			
GMFCDEOL_02080	CDS	1035	emrA_3			Colistin resistance protein EmrA
GMFCDEOL_02081	gene	1581				
GMFCDEOL_02081	CDS	1581				hypothetical protein
GMFCDEOL_02082	gene	1089	wecH_1			
GMFCDEOL_02082	CDS	1089	wecH_1	2.3.1.-		O-acetyltransferase WecH
GMFCDEOL_02083	gene	75				
GMFCDEOL_02083	tRNA	75				tRNA-Pro(ggg)
GMFCDEOL_02084	gene	1062	aroB			
GMFCDEOL_02084	CDS	1062	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
GMFCDEOL_02085	gene	405				
GMFCDEOL_02085	CDS	405				hypothetical protein
GMFCDEOL_02086	gene	2892				
GMFCDEOL_02086	CDS	2892				hypothetical protein
GMFCDEOL_02087	gene	1440	clsA_1			
GMFCDEOL_02087	CDS	1440	clsA_1	2.7.8.-	COG1502	Major cardiolipin synthase ClsA
GMFCDEOL_02088	gene	492				
GMFCDEOL_02088	CDS	492		2.1.1.-	COG0742	RNA/DNA methyltransferase
GMFCDEOL_02089	gene	795				
GMFCDEOL_02089	CDS	795				hypothetical protein
GMFCDEOL_02090	gene	684				
GMFCDEOL_02090	CDS	684				hypothetical protein
GMFCDEOL_02091	gene	1419	recD2_2			
GMFCDEOL_02091	CDS	1419	recD2_2	5.6.2.3		ATP-dependent RecD2 DNA helicase
GMFCDEOL_02092	gene	1734				
GMFCDEOL_02092	CDS	1734				hypothetical protein
GMFCDEOL_02093	gene	3417				
GMFCDEOL_02093	CDS	3417			COG4771	TonB-dependent receptor P3
GMFCDEOL_02094	gene	2226				
GMFCDEOL_02094	CDS	2226				hypothetical protein
GMFCDEOL_02095	gene	2268				
GMFCDEOL_02095	CDS	2268				hypothetical protein
GMFCDEOL_02096	gene	999				
GMFCDEOL_02096	CDS	999				hypothetical protein
GMFCDEOL_02097	gene	555	sigW_5			
GMFCDEOL_02097	CDS	555	sigW_5		COG1595	ECF RNA polymerase sigma factor SigW
GMFCDEOL_02098	gene	2202				
GMFCDEOL_02098	CDS	2202				hypothetical protein
GMFCDEOL_02099	gene	1194	bcr			
GMFCDEOL_02099	CDS	1194	bcr		COG2814	Bicyclomycin resistance protein
GMFCDEOL_02100	gene	855				
GMFCDEOL_02100	CDS	855				hypothetical protein
GMFCDEOL_02101	gene	2619	alaS			
GMFCDEOL_02101	CDS	2619	alaS	6.1.1.7	COG0013	Alanine--tRNA ligase
GMFCDEOL_02102	gene	969				
GMFCDEOL_02102	CDS	969				hypothetical protein
GMFCDEOL_02103	gene	366				
GMFCDEOL_02103	CDS	366				hypothetical protein
GMFCDEOL_02104	gene	2247	spoT			
GMFCDEOL_02104	CDS	2247	spoT	3.1.7.2	COG0317	Guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase
GMFCDEOL_02105	gene	1299				
GMFCDEOL_02105	CDS	1299				hypothetical protein
GMFCDEOL_02106	gene	870				
GMFCDEOL_02106	CDS	870				hypothetical protein
GMFCDEOL_02107	gene	891	parB			
GMFCDEOL_02107	CDS	891	parB		COG1475	putative chromosome-partitioning protein ParB
GMFCDEOL_02108	gene	768	soj_2			
GMFCDEOL_02108	CDS	768	soj_2	3.6.4.-	COG1192	Sporulation initiation inhibitor protein Soj
GMFCDEOL_02109	gene	768	surE			
GMFCDEOL_02109	CDS	768	surE	3.1.3.5	COG0496	5'-nucleotidase SurE
GMFCDEOL_02110	gene	1134	lpxB			
GMFCDEOL_02110	CDS	1134	lpxB	2.4.1.182	COG0763	Lipid-A-disaccharide synthase
GMFCDEOL_02111	gene	741				
GMFCDEOL_02111	CDS	741				hypothetical protein
GMFCDEOL_02112	gene	840				
GMFCDEOL_02112	CDS	840				hypothetical protein
GMFCDEOL_02113	gene	1989	ftsH			
GMFCDEOL_02113	CDS	1989	ftsH	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
GMFCDEOL_02114	gene	360	rsfS			
GMFCDEOL_02114	CDS	360	rsfS		COG0799	Ribosomal silencing factor RsfS
GMFCDEOL_02115	gene	72				
GMFCDEOL_02115	tRNA	72				tRNA-Gln(ctg)
GMFCDEOL_02116	gene	1851				
GMFCDEOL_02116	CDS	1851				hypothetical protein
GMFCDEOL_02117	gene	1341	mgtE			
GMFCDEOL_02117	CDS	1341	mgtE		COG2239	Magnesium transporter MgtE
GMFCDEOL_02118	gene	843	rsmA			
GMFCDEOL_02118	CDS	843	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
GMFCDEOL_02119	gene	1002				
GMFCDEOL_02119	CDS	1002				hypothetical protein
GMFCDEOL_02120	gene	1458	pepD_2			
GMFCDEOL_02120	CDS	1458	pepD_2	3.4.13.18	COG2195	Cytosol non-specific dipeptidase
GMFCDEOL_02121	gene	1683				
GMFCDEOL_02121	CDS	1683				hypothetical protein
GMFCDEOL_02122	gene	1152				
GMFCDEOL_02122	CDS	1152				hypothetical protein
GMFCDEOL_02123	gene	2751				
GMFCDEOL_02123	CDS	2751				hypothetical protein
GMFCDEOL_02124	gene	741				
GMFCDEOL_02124	CDS	741				hypothetical protein
GMFCDEOL_02125	gene	5781				
GMFCDEOL_02125	CDS	5781				hypothetical protein
GMFCDEOL_02126	gene	1089				
GMFCDEOL_02126	CDS	1089				hypothetical protein
GMFCDEOL_02127	gene	1092				
GMFCDEOL_02127	CDS	1092		3.6.-.-	COG1703	putative GTPase
GMFCDEOL_02128	gene	942				
GMFCDEOL_02128	CDS	942				hypothetical protein
GMFCDEOL_02129	gene	828				
GMFCDEOL_02129	CDS	828				hypothetical protein
GMFCDEOL_02130	gene	1017				
GMFCDEOL_02130	CDS	1017				hypothetical protein
GMFCDEOL_02131	gene	1248	ybdG_2			
GMFCDEOL_02131	CDS	1248	ybdG_2		COG0668	Mechanosensing system component YbdG
GMFCDEOL_02132	gene	894	rhaS_3			
GMFCDEOL_02132	CDS	894	rhaS_3			HTH-type transcriptional activator RhaS
GMFCDEOL_02133	gene	873				
GMFCDEOL_02133	CDS	873				hypothetical protein
GMFCDEOL_02134	gene	348				
GMFCDEOL_02134	CDS	348				hypothetical protein
GMFCDEOL_02135	gene	369				
GMFCDEOL_02135	CDS	369				hypothetical protein
GMFCDEOL_02136	gene	537	rfaH_4			
GMFCDEOL_02136	CDS	537	rfaH_4			Transcription antitermination protein RfaH
GMFCDEOL_02137	gene	489				
GMFCDEOL_02137	CDS	489				hypothetical protein
GMFCDEOL_02138	gene	882	rmlA			
GMFCDEOL_02138	CDS	882	rmlA	2.7.7.24		Glucose-1-phosphate thymidylyltransferase
GMFCDEOL_02139	gene	414	fdtA_3			
GMFCDEOL_02139	CDS	414	fdtA_3	5.3.2.3		TDP-4-oxo-6-deoxy-alpha-D-glucose-3,4-oxoisomerase
GMFCDEOL_02140	gene	411	fdtA_4			
GMFCDEOL_02140	CDS	411	fdtA_4	5.3.2.3		TDP-4-oxo-6-deoxy-alpha-D-glucose-3,4-oxoisomerase
GMFCDEOL_02141	gene	1101	megDII			
GMFCDEOL_02141	CDS	1101	megDII	2.6.1.106		dTDP-3-amino-3,4,6-trideoxy-alpha-D-glucose transaminase
GMFCDEOL_02142	gene	1512				
GMFCDEOL_02142	CDS	1512				hypothetical protein
GMFCDEOL_02143	gene	1323	fom1			
GMFCDEOL_02143	CDS	1323	fom1			Fosfomycin biosynthesis bifunctional protein Fom1
GMFCDEOL_02144	gene	1146	bcpC			
GMFCDEOL_02144	CDS	1146	bcpC	4.1.1.82		Phosphonopyruvate decarboxylase
GMFCDEOL_02145	gene	1140				
GMFCDEOL_02145	CDS	1140				hypothetical protein
GMFCDEOL_02146	gene	873				
GMFCDEOL_02146	CDS	873				hypothetical protein
GMFCDEOL_02147	gene	861	arnC_2			
GMFCDEOL_02147	CDS	861	arnC_2	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
GMFCDEOL_02148	gene	1062				
GMFCDEOL_02148	CDS	1062				hypothetical protein
GMFCDEOL_02149	gene	936				
GMFCDEOL_02149	CDS	936				hypothetical protein
GMFCDEOL_02150	gene	1200				
GMFCDEOL_02150	CDS	1200				hypothetical protein
GMFCDEOL_02151	gene	1026				
GMFCDEOL_02151	CDS	1026				hypothetical protein
GMFCDEOL_02152	gene	1029	capD_3			
GMFCDEOL_02152	CDS	1029	capD_3	5.1.3.2	COG1086	UDP-glucose 4-epimerase
GMFCDEOL_02153	gene	1152	wbjC_2			
GMFCDEOL_02153	CDS	1152	wbjC_2	1.1.1.367		UDP-2-acetamido-2,6-beta-L-arabino-hexul-4-ose reductase
GMFCDEOL_02154	gene	1140	wbpI_4			
GMFCDEOL_02154	CDS	1140	wbpI_4	5.1.3.23		UDP-2,3-diacetamido-2,3-dideoxy-D-glucuronate 2-epimerase
GMFCDEOL_02155	gene	1221				
GMFCDEOL_02155	CDS	1221				hypothetical protein
GMFCDEOL_02156	gene	897	gnu_3			
GMFCDEOL_02156	CDS	897	gnu_3	5.1.3.26	COG0451	N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol 4-epimerase
GMFCDEOL_02157	gene	951	wecA_4			
GMFCDEOL_02157	CDS	951	wecA_4	2.7.8.33		Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase
GMFCDEOL_02158	gene	588				
GMFCDEOL_02158	CDS	588				hypothetical protein
GMFCDEOL_02159	gene	447				
GMFCDEOL_02159	CDS	447				hypothetical protein
GMFCDEOL_02160	gene	1548				
GMFCDEOL_02160	CDS	1548				hypothetical protein
GMFCDEOL_02161	gene	1035	gpr			
GMFCDEOL_02161	CDS	1035	gpr	1.1.1.-	COG0667	L-glyceraldehyde 3-phosphate reductase
GMFCDEOL_02162	gene	2169				
GMFCDEOL_02162	CDS	2169		3.2.1.-	COG1472	Beta-xylosidase
GMFCDEOL_02163	gene	3138				
GMFCDEOL_02163	CDS	3138			COG4771	TonB-dependent receptor P3
GMFCDEOL_02164	gene	1668				
GMFCDEOL_02164	CDS	1668				hypothetical protein
GMFCDEOL_02165	gene	1143				
GMFCDEOL_02165	CDS	1143				hypothetical protein
GMFCDEOL_02166	gene	1782				
GMFCDEOL_02166	CDS	1782				hypothetical protein
GMFCDEOL_02167	gene	1374				
GMFCDEOL_02167	CDS	1374				hypothetical protein
GMFCDEOL_02168	gene	1848				
GMFCDEOL_02168	CDS	1848				hypothetical protein
GMFCDEOL_02169	gene	1116				
GMFCDEOL_02169	CDS	1116		3.2.1.78		Mannan endo-1,4-beta-mannosidase
GMFCDEOL_02170	gene	1302				
GMFCDEOL_02170	CDS	1302				hypothetical protein
GMFCDEOL_02171	gene	2439				
GMFCDEOL_02171	CDS	2439		3.2.1.-	COG1472	Beta-xylosidase
GMFCDEOL_02172	gene	1254				
GMFCDEOL_02172	CDS	1254				hypothetical protein
GMFCDEOL_02173	gene	639	glmS			
GMFCDEOL_02173	CDS	639	glmS	5.4.99.1		Glutamate mutase sigma subunit
GMFCDEOL_02174	gene	693				
GMFCDEOL_02174	CDS	693				hypothetical protein
GMFCDEOL_02175	gene	1005	hemE			
GMFCDEOL_02175	CDS	1005	hemE	4.1.1.37		Uroporphyrinogen decarboxylase
GMFCDEOL_02176	gene	1125	manA_2			
GMFCDEOL_02176	CDS	1125	manA_2	3.2.1.78	COG4124	Mannan endo-1,4-beta-mannosidase
GMFCDEOL_02177	gene	1173				
GMFCDEOL_02177	CDS	1173		2.4.1.281	COG2152	4-O-beta-D-mannosyl-D-glucose phosphorylase
GMFCDEOL_02178	gene	1389	yagG			
GMFCDEOL_02178	CDS	1389	yagG		COG2211	Putative glycoside/cation symporter YagG
GMFCDEOL_02179	gene	1194	bfce_2			
GMFCDEOL_02179	CDS	1194	bfce_2	5.1.3.11	COG2942	Cellobiose 2-epimerase
GMFCDEOL_02180	gene	1764				
GMFCDEOL_02180	CDS	1764				hypothetical protein
GMFCDEOL_02181	gene	1461				
GMFCDEOL_02181	CDS	1461				hypothetical protein
GMFCDEOL_02182	gene	1131	rutC			
GMFCDEOL_02182	CDS	1131	rutC	3.5.-.-		3-aminoacrylate deaminase RutC
GMFCDEOL_02183	gene	135				
GMFCDEOL_02183	CDS	135				hypothetical protein
GMFCDEOL_02184	gene	1149				
GMFCDEOL_02184	CDS	1149				hypothetical protein
GMFCDEOL_02185	gene	1275				
GMFCDEOL_02185	CDS	1275				hypothetical protein
GMFCDEOL_02186	gene	2700				
GMFCDEOL_02186	CDS	2700				hypothetical protein
GMFCDEOL_02187	gene	2760	rcsC_17			
GMFCDEOL_02187	CDS	2760	rcsC_17	2.7.13.3		Sensor histidine kinase RcsC
GMFCDEOL_02188	gene	1437	ndhB			
GMFCDEOL_02188	CDS	1437	ndhB	7.1.1.-	COG1007	NAD(P)H-quinone oxidoreductase subunit 2
GMFCDEOL_02189	gene	1485	ndhD1			
GMFCDEOL_02189	CDS	1485	ndhD1	7.1.1.-	COG1008	NAD(P)H-quinone oxidoreductase chain 4 1
GMFCDEOL_02190	gene	1911	nuoL			
GMFCDEOL_02190	CDS	1911	nuoL	7.1.1.-	COG1009	NADH-quinone oxidoreductase subunit L
GMFCDEOL_02191	gene	312				
GMFCDEOL_02191	CDS	312		7.1.1.-		NADH-quinone oxidoreductase subunit 11
GMFCDEOL_02192	gene	513	nuoJ			
GMFCDEOL_02192	CDS	513	nuoJ	7.1.1.-	COG0839	NADH-quinone oxidoreductase subunit J
GMFCDEOL_02193	gene	480	nuoI			
GMFCDEOL_02193	CDS	480	nuoI	7.1.1.-	COG1143	NADH-quinone oxidoreductase subunit I
GMFCDEOL_02194	gene	1077	nuoH			
GMFCDEOL_02194	CDS	1077	nuoH	7.1.1.-	COG1005	NADH-quinone oxidoreductase subunit H
GMFCDEOL_02195	gene	1593	nuoC2			
GMFCDEOL_02195	CDS	1593	nuoC2	7.1.1.-	COG0649	NADH-quinone oxidoreductase subunit C/D 2
GMFCDEOL_02196	gene	582	nqo6			
GMFCDEOL_02196	CDS	582	nqo6	7.1.1.-	COG0377	NADH-quinone oxidoreductase subunit 6
GMFCDEOL_02197	gene	351	ndhC			
GMFCDEOL_02197	CDS	351	ndhC	7.1.1.-	COG0838	NAD(P)H-quinone oxidoreductase subunit 3
GMFCDEOL_02198	gene	378				
GMFCDEOL_02198	CDS	378				hypothetical protein
GMFCDEOL_02199	gene	1437	trkH			
GMFCDEOL_02199	CDS	1437	trkH		COG0168	Trk system potassium uptake protein TrkH
GMFCDEOL_02200	gene	1341	trkA			
GMFCDEOL_02200	CDS	1341	trkA		COG0569	Trk system potassium uptake protein TrkA
GMFCDEOL_02201	gene	1947	dxs_2			
GMFCDEOL_02201	CDS	1947	dxs_2	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
GMFCDEOL_02202	gene	1341	estD			
GMFCDEOL_02202	CDS	1341	estD	3.1.1.1	COG1073	Esterase EstD
GMFCDEOL_02203	gene	303				
GMFCDEOL_02203	CDS	303				hypothetical protein
GMFCDEOL_02204	gene	1134				
